,ZINC ID,Global Rank∗,Clustered Rank†,Energy,TC to knowns‡,Cosest neighbor among known DRD4 binders,Top-pick or not,Just from energy window,Energy window,Tested or not,Binder or not,D4 Ki(nM),D2 Ki(nM),D3 Ki(nM),cAMP EC50(nM),Inhibition (%) at 10uM,SMILES,Vendor ID,Charge from docked poses
108,ZINC000609076791,1246,572,-65.79,0.33,ZINC000000057519,1,0,0,1,1,330,>10000,>10000,31540,79.58,Cc1ccc(C(=O)NC[C@@H](C)N2CCCC2)cc1I,Z1092199852,1
109,ZINC000374072306,1257,580,-65.77,0.32,ZINC000027993019,1,0,0,1,0,,,,NT,2.49,O[C@@H]1CCCC[C@H]1[C@@H]1CCCN1Cc1nnc(-c2ccccc2)o1,Z1990109449,1
110,ZINC000572302473,1259,577,-65.77,0.29,ZINC000049071382,1,0,0,1,1,910,>10000,>10000,ND,90.99,CC1(C)CCN(CC(=O)NC[C@@H]2CCC[C@H]2C2CC2)C1,Z2500087700,1
111,ZINC000639585864,1253,579,-65.77,0.3,ZINC000001662344,1,0,0,1,0,,,,NT,-5.76,CN(Cc1nnc(-c2cccc3ccccc32)o1)CC1(O)CCC1,Z2835233372,1
112,ZINC000412694364,1281,589,-65.74,0.36,ZINC000013447125,1,0,0,1,0,,,,NT,17.02,C[C@H]1CN(C(=O)c2cnn(CCF)c2)CCN1Cc1ccccc1,Z2335198815,1
113,ZINC000657699696,1295,593,-65.73,0.32,ZINC000036216606,1,0,0,1,0,,,,NT,34.83,Cc1nn(-c2ccccc2Cl)cc1CNCC(O)(C1CC1)C1CC1,Z2590770874,1
114,ZINC000453018295,1345,608,-65.68,0.33,ZINC000072110125,1,0,0,1,0,,,,NT,43.16,O[C@H](Cc1ccc2ccccc2c1)CN1C[C@]2(CCCO2)[C@H]1C1CC1,Z2285364751,1
115,ZINC000592181028,1397,629,-65.63,0.32,ZINC000038149990,1,0,0,1,0,,,,NT,23.42,C[C@@H]1CC2(CN1CC(=O)Nc1cc(Cl)ccc1C#N)CCOCC2,Z2438290746,1
116,ZINC000433256163,1410,635,-65.61,0.36,ZINC000038149994,1,0,0,1,1,2440,>10000,>10000,ND,77.35,CSc1cccc(NC(=O)[C@H](C)N2CC3(CCC3)C[C@H]2C)c1,Z1873052831,1
117,ZINC000277343296,1419,638,-65.6,0.34,ZINC000034893375,1,0,0,1,1,4070,>10000,>10000,NT,66.08,O[C@]1(CNC2CC(c3cccc(Br)c3)C2)CCSC1,Z1870781655,1
118,ZINC000488122558,1467,653,-65.55,0.33,ZINC000013730129,1,0,0,1,0,,,,NT,54.69,C[C@@H]1CN(Cc2cncc(OCc3ccccc3)c2)C[C@@H]1O,Z1902699411,1
119,ZINC000363675222,1475,660,-65.54,0.35,ZINC000045254338,1,0,0,1,0,,,,NT,56.54,CO[C@H]1CCCN([C@@H](C)C(=O)Nc2ccc(C#N)c(Cl)c2)CC1,Z1646683241,1
120,ZINC000655736376,1526,684,-65.48,0.35,ZINC000036216606,1,0,0,1,0,,,,NT,83.77,CCC(CC)[C@@H](O)CNCc1cn(-c2ccc(C)cc2)nc1C,Z2504661091,1
121,ZINC000657852679,1641,719,-65.37,0.3,ZINC000013862652,1,0,0,1,1,3460,>10000,>10000,NT,76.53,O=C(CN[C@@H]1CCCSCC1)Nc1ccc(Br)cc1,Z2591064247,1
122,ZINC000595834230,1666,728,-65.35,0.33,ZINC000064504069,1,0,0,1,0,,,,NT,53.79,CCOC(=O)c1nc(-c2ccccc2)oc1CN1CCC2(COC2)C1,Z2604817908,1
123,ZINC000268141382,1692,734,-65.33,0.3,ZINC000101008525,1,0,0,1,1,560,>10000,>10000,9930,93.37,C[C@H]1CN(C2CC2)C[C@H]1NC(=O)c1cc2cc([N+](=O)[O-])ccc2s1,Z1410749252,1
124,ZINC000270061995,1741,754,-65.28,0.35,ZINC000101369510,1,0,0,1,0,,,,NT,39.59,O[C@@]1(CNCc2cn(-c3ccc(F)cc3Cl)nn2)CCSC1,Z1517988300,1
125,ZINC000246954730,1795,779,-65.23,0.3,ZINC000013782149,1,0,0,1,0,,,,NT,63.23,Cc1cccc(NC(=O)[C@H](C)N2CC[C@H]3OCCC[C@H]3C2)c1C,Z1449968309,1
126,ZINC000450352542,1811,784,-65.22,0.33,ZINC000100803071,1,0,0,1,0,,,,NT,42.43,C[C@H]1C[C@@H](Nc2ncnc3cc(Br)ccc32)CCN1C,Z2271904223,1
127,ZINC000617989628,1921,824,-65.13,0.35,ZINC000028396991,1,0,0,1,0,,,,NT,39.45,CN(CC(=O)Nc1ccc2ccn(C(F)F)c2c1)[C@H]1CCSC1,Z2644559410,1
128,ZINC000343998070,1959,844,-65.1,0.31,ZINC000027441619,1,0,0,1,0,,,,NT,44.69,Fc1ccc(-c2ccc(CN3CCC[C@H]3Cn3ccnn3)o2)cc1,Z2053249534,1
129,ZINC000485951008,2103,899,-64.99,0.34,ZINC000045389878,1,0,0,1,0,,,,NT,65.77,Fc1ccc2[nH]c(=NCc3cn(-c4ccc(F)c(Cl)c4)nn3)[nH]c2c1,Z1900595998,1
130,ZINC000451895384,2128,905,-64.97,0.29,ZINC000013560131,1,0,0,1,0,,,,NT,31.11,Cc1ccc(NC(=O)[C@H](C)N2CCC[C@]3(CCOC3)C2)c(Cl)c1,Z2279151136,1
131,ZINC000366649577,2198,927,-64.92,0.33,ZINC000013799185,1,0,0,1,0,,,,NT,44.75,Cc1ccc(CNC(=O)CN2CC[C@@H]([C@@H]3CCOC3)C2)cc1,Z1493885863,1
132,ZINC000464771011,2242,937,-64.89,0.32,ZINC000038149992,1,0,0,1,1,140,>10000,>10000,10.42,99.66,CCS[C@H]1CC[C@@H](N(C)CC(=O)Nc2ccc(C)c(C)c2)C1,Z1301097637,1
133,ZINC000413396487,2274,947,-64.87,0.25,ZINC000038480598,1,0,0,1,0,,,,NT,51.17,Cc1cccc2nc(NCC3(N4CCOCC4)CCOCC3)sc21,Z2347934289,1
134,ZINC000451982669,2275,948,-64.87,0.33,ZINC000028347504,1,0,0,1,0,,,,NT,8.39,C[C@@H](C(=O)Nc1cccc([N+](=O)[O-])c1)N1CCC[C@]2(CCSC2)C1,Z2279494368,1
135,ZINC000128927868,2319,962,-64.83,0.33,ZINC000015443139,1,0,0,1,0,,,,NT,19.81,O=C(Nc1nccc2sccc21)[C@H](C1CC1)N1CCCC1,Z1690908088,1
136,ZINC000344040091,2331,963,-64.83,0.32,ZINC000102177922,1,0,0,1,0,,,,NT,-8.92,Cc1cc2cc(CNC(=O)CN3[C@@H](C)CC[C@@H]3C)ccc2[nH]1,Z2095163389,1
137,ZINC000360021487,2369,983,-64.8,0.28,ZINC000028821761,1,0,0,1,0,,,,NT,5.02,Cc1cccc(-c2nnc([C@@H](C)N(C)CCc3ccncc3)o2)c1,Z1626070912,1
138,ZINC000369205980,2367,982,-64.8,0.36,ZINC000029392254,1,0,0,1,0,,,,NT,-5.59,N#CC1(c2ccccn2)CCN([C@@H]2Cc3ccccc3[C@@H]2O)CC1,Z2002547424,1
139,ZINC000270628406,2395,991,-64.79,0.27,ZINC000013761034,1,0,0,1,0,,,,NT,-0.59,Cc1sc2nc(CN3CCC4(C3)CCOCC4)nc(O)c2c1C,Z1534697722,1
140,ZINC000544192609,2387,985,-64.79,0.32,ZINC000045355741,1,0,0,1,0,,,,NT,14.68,Clc1ccc(-n2cc(CN[C@@H]3CC=CCC3)nn2)cc1Cl,Z1653537734,1
141,ZINC000363377421,2415,997,-64.77,0.35,ZINC000000000666,1,0,0,1,0,,,,NT,8.51,C[C@@H](NC(=O)CN1CCCOCC1)c1ccc2ccccc2c1,Z929894826,1
142,ZINC000290537631,2432,1007,-64.75,0.29,ZINC000013553234,1,0,0,1,0,,,,NT,25.35,CSCc1cccnc1C(=O)N[C@@H]1CN(C2CC2)C[C@@H]1C,Z2173853770,1
143,ZINC000649689957,2441,1006,-64.75,0.28,ZINC000013743864,1,0,0,1,1,3310,>10000,>10000,NT,66.24,CCC[C@H](C)[C@H](CO)NCc1cc(-c2ccccc2)on1,Z2473831175,1
144,ZINC000464682470,2471,1020,-64.72,0.35,ZINC000022455064,1,0,0,1,1,3460,>10000,>10000,NT,96.03,c1ccc(C[C@H]2CCN2Cc2nnc(-c3ccccc3)s2)cc1,Z1698010150,1
145,ZINC000271382349,2502,1027,-64.7,0.34,ZINC000095556478,1,0,0,1,0,,,,NT,89.82,CC[C@H]1CN(Cc2cn(-c3cccc(Cl)c3Cl)nn2)C[C@@H]1O,Z1572727380,1
146,ZINC000602586979,2578,1057,-64.65,0.28,ZINC000013809369,1,0,0,1,1,2560,>10000,>10000,NT,68.53,COC(=O)c1cc(CN(C)C[C@H]2CCCC[C@H]2O)[nH]c1C,Z2827720290,1
147,ZINC000621433143(diastereomeric mixture),1352,611,-65.67,0.33,ZINC000000024559,1,0,0,1,1,18.4,>10000,>10000,2.34,99.35,CC(C)N1C[C@H](C)[C@H](NC(=O)N2Cc3ccccc3[C@@H]2C)C1,Z2655386473,1
148,ZINC000527688598,2722,1110,-64.57,0.34,ZINC000032110480,1,0,0,1,0,,,,NT,20.26,OC[C@@H](C[C@H](O)c1ccccc1)NCc1ncc(Br)cc1F,Z2697663135,1
149,ZINC000563406324,2804,1144,-64.52,0.36,ZINC000027441632,1,0,0,1,0,,,,NT,51.29,O=C([C@@H]1CCCN(Cc2cccc(F)c2)C1)N1Cc2cncnc2C1,Z2499944559,1
150,ZINC000467716766,2893,1171,-64.47,0.31,ZINC000013553234,1,0,0,1,1,700,>10000,>10000,34800,87.73,C[C@H]1CN(C2CC2)C[C@H]1NC(=O)c1cc2cc(Br)ccc2o1,Z1410738100,1
151,ZINC000185158323,2914,1176,-64.46,0.26,ZINC000010450796,1,0,0,1,0,,,,NT,88.47,Cc1cccnc1/C=C/C(=O)N[C@@H]1CN(C(C)C)C[C@@H]1C,Z1675839142,1
152,ZINC000640050710,2925,1185,-64.45,0.29,ZINC000035075417,1,0,0,1,0,,,,NT,6.34,Cc1cc(C(=O)CN2C[C@H](O)C[C@H]2C2CC2)c(C)n1-c1nccs1,Z2839011211,1
153,ZINC000265066748,3050,1223,-64.39,0.29,ZINC000169333909,1,0,0,1,0,,,,NT,57.98,CN(C)C1(CNC(=O)c2csc(-c3ccc(F)cc3)n2)CCOCC1,Z1199847933,1
154,ZINC000305241084,3058,1228,-64.38,0.32,ZINC000095556427,1,0,0,1,0,,,,NT,47.56,C[C@@](O)(CNCc1cccc(-c2ccccn2)c1)c1ccco1,Z1486786114,1
155,ZINC000666614106,3110,1248,-64.36,0.32,ZINC000084758909,1,0,0,1,0,,,,NT,31.38,O=C(Nc1cc(Cl)cc(Cl)c1)N1CC[C@@H]2CCN[C@@H]2C1,Z2353975968,1
156,ZINC000488640994,3134,1254,-64.35,0.35,ZINC000101444611,1,0,0,1,0,,,,NT,9.39,CCN(C[C@H]1CCCO1)[C@H](C)C(=O)Nc1cccc(Br)c1,Z1547223961,1
157,ZINC000487844530,3343,1331,-64.24,0.3,ZINC000027754417,1,0,0,1,0,,,,NT,24.27,CC[C@H](C(=O)NC[C@@H]1SCCc2ccccc21)N(CC)CC,Z1344608339,1
158,ZINC000651262870,3342,1328,-64.24,0.32,ZINC000028087327,1,0,0,1,1,440,>10000,>10000,31040,83.6,C[C@H](CNC(=O)c1coc2ccc(Cl)cc12)N1CCCC1,Z2478722228,1
159,ZINC000407322128,3387,1344,-64.22,0.3,ZINC000028604403,1,0,0,1,0,,,,NT,10.86,Cc1nc(-c2cccc(NC(=O)[C@@H]3CC[C@H](C4CC4)N3)c2)n[nH]1,Z2488607252,1
160,ZINC000301254546,3431,1356,-64.21,0.31,ZINC000013611690,1,0,0,1,0,,,,NT,9.13,C[C@@H](CNc1nc2sccn2c1[N+](=O)[O-])N(C)Cc1ccccc1,Z1173759949,1
161,ZINC000565883300,3469,1364,-64.19,0.27,ZINC000040408131,1,0,0,1,0,,,,NT,73.18,CC(C)N1CC[C@H](CN=c2[nH]c(C(F)(F)F)c(Br)s2)C1,Z2364811680,1
162,ZINC000026473483,3594,1421,-64.13,0.27,ZINC000013813608,1,0,0,1,0,,,,NT,5.34,C[C@@H]1CCC[C@H](N(C)CC(=O)Nc2cc3c(cc2[N+](=O)[O-])OCO3)C1,Z369070746,1
163,ZINC000656264298,3583,1411,-64.13,0.29,ZINC000035075417,1,0,0,1,0,,,,NT,47.18,Cc1ccc(NC(=O)CN[C@H]2CC[C@@H](C)SC2)c(Cl)c1,Z2507250870,1
164,ZINC000177973904,3601,1423,-64.12,0.32,ZINC000064539998,1,0,0,1,0,,,,NT,31.66,Cc1cc(-n2c(C)cc(C(=O)CN3CC[C@](C)(O)C3)c2C)no1,Z1337918191,1
165,ZINC000646092836,3618,1422,-64.12,0.31,ZINC000038149993,1,0,0,1,1,3650,>10000,>10000,ND,76.17,Cc1c(Cl)cccc1NC(=O)CN[C@@H]1CCC[C@H]2C[C@H]21,Z2438270065,1
166,ZINC000275794416,3715,1458,-64.08,0.28,ZINC000014975974,1,0,0,1,0,,,,NT,45.13,CC(C)c1nnc2ccc(NC(=O)[C@@H](C3CC3)N3CCCC3)cn21,Z1784498724,1
167,ZINC000128122168,3785,1473,-64.05,0.29,ZINC000058650191,1,0,0,1,0,,,,NT,24.15,Cn1ccnc1-c1csc(NC(=O)[C@@H](C2CC2)N2CCCC2)n1,Z1677645830,1
168,ZINC000085334606,3869,1506,-64,0.34,ZINC000013775969,0,1,-64,1,1,6810,>10000,>10000,NT,71.72,O[C@@H]1Cc2ccccc2[C@@H]1NCc1ccc(-c2ccc(F)cc2)o1,Z1032584408,1
169,ZINC000253552236,3875,1507,-64,0.33,ZINC000027710267,0,1,-64,1,0,,,,NT,11.18,CC(C)N1C[C@H](C)[C@H](NC(=O)c2cc(O)nc3cc(F)ccc32)C1,Z1401961111,1
170,ZINC000290628915,3876,1508,-64,0.34,ZINC000028769956,0,1,-64,1,0,,,,NT,41.7,Cc1ncc(CN2CC[C@H](C(=O)N3CCCC3)C2)n1-c1ccccc1,Z2165221932,1
171,ZINC000337655505,3877,1505,-64,0.3,ZINC000000022988,0,1,-64,1,0,,,,NT,-32.25,CN(C)CC(=O)Nc1cc(-c2ccsc2)nn1-c1ccccc1,Z2005184360,1
172,ZINC000539926398,3880,1502,-64,0.36,ZINC000013761079,0,1,-64,1,1,3250,>10000,>10000,NT,78.45,O=C(CCc1ccc(Cl)cc1Cl)NCCN1CC=CCC1,Z1953910344,1
173,ZINC000624261462,3882,1503,-64,0.36,ZINC000013559958,0,1,-64,1,0,,,,NT,5.87,N=c1[nH]c(=N)[nH]c(=NC[C@H]2CCCC[C@@H]2c2ccccc2)[nH]1,Z2699882619,1
174,ZINC000270269326,3910,1510,-63.99,0.32,ZINC000001546255,0,1,-64,1,1,500,>10000,>10000,17.4,89.24,Clc1ccc(-n2cc(CNC[C@@H]3CCCOC3)nn2)c(Cl)c1,Z1517904876,1
175,ZINC000298424869,3897,1509,-63.99,0.33,ZINC000001481844,1,1,-64,1,0,,,,NT,40.9,CC(C)(CO)[C@@H](NCC[C@H](O)c1ccccc1)c1cccs1,Z2330244133,1
176,ZINC000451246180,3909,1511,-63.99,0.3,ZINC000013560123,0,1,-64,1,0,,,,NT,-6.84,CC1(C)OCC[C@H]1N[C@@H]1CCN(c2ccc(Cl)cc2Cl)C1=O,Z2276679182,1
177,ZINC000639821604,3905,1512,-63.99,0.33,ZINC000028604398,0,1,-64,1,0,,,,NT,40.16,CCN(CC(=O)Nc1ccc(C)cc1)[C@H]1CCN(CC(F)(F)F)C1,Z2837405489,1
178,ZINC000355145881,3942,1515,-63.98,0.34,ZINC000022939333,0,1,-64,1,0,,,,NT,11.92,CCCCn1ncc(NC(=O)[C@@H](CCC)NC(C)C)c1C,Z2119589056,1
179,ZINC000414571266,3935,1520,-63.98,0.29,ZINC000013584505,0,1,-64,1,1,6210,>10000,>10000,NT,85.54,COC(=O)c1occc1CN[C@H](C)Cc1cn(C)c2ccc(F)cc12,Z2353187698,1
180,ZINC000433175971,3934,1517,-63.98,0.27,ZINC000013760017,0,1,-64,1,0,,,,NT,-9.86,OCCN(Cc1ncc(-c2ccccc2F)o1)[C@H]1CCCSC1,Z2215548886,1
181,ZINC000277379419,3967,1521,-63.97,0.29,ZINC000035075417,1,1,-64,1,0,,,,NT,8.04,Cc1ccsc1CNC(=O)CN[C@@H]1CCOC[C@@H]1C,Z1873115279,1
182,ZINC000593910140,3945,1522,-63.97,0.35,ZINC000013813608,0,1,-64,1,0,,,,NT,-5.96,O=C(NCCc1ccccc1[N+](=O)[O-])[C@H]1CC[C@H](C2CC2)N1,Z2488638868,1
183,ZINC000625626121,3954,1524,-63.97,0.26,ZINC000035950993,1,1,-64,1,0,,,,NT,27.22,C[C@@H](c1ccc(F)c(Cl)c1)N1C[C@@H](O)[C@H](Oc2cnn(C)c2)C1,Z2705346418,1
184,ZINC000065939558,3990,1535,-63.96,0.32,ZINC000000026139,0,1,-64,1,0,,,,NT,17.1,Cc1cc(NC(=O)C(=O)N(CCN(C)C)Cc2cccc(F)c2)no1,Z909544406,1
185,ZINC000269834111,3976,1527,-63.96,0.32,ZINC000028710590,1,1,-64,1,0,,,,NT,9.3,Cc1ccc(C)c(NC(=O)[C@H](C)N2CCC[C@H]2C[C@@H](C)O)c1,Z1499112358,1
186,ZINC000431415543,3977,1532,-63.96,0.3,ZINC000034602041,0,1,-64,1,1,6370,>10000,>10000,NT,80.83,Cn1c2cc(F)ccc2[nH]c1=NCCc1nc(-c2ccccc2)n[nH]1,Z2212433034,1
187,ZINC000429250556,3994,1536,-63.95,0.32,ZINC000038149972,0,1,-64,1,0,,,,NT,1.26,Cc1ccc(C)c(NC(=O)CNC(C)(C)c2ccccc2F)c1,Z2208251366,1
188,ZINC000114729400,4031,1548,-63.94,0.35,ZINC000013861489,0,1,-64,1,0,,,,NT,22.85,CNC(=O)c1cccc(NC(=O)[C@H](C)N2CCC[C@H](C(C)C)CC2)c1,Z1208121563,1
189,ZINC000301675210,4040,1547,-63.94,0.29,ZINC000040379317,0,1,-64,1,0,,,,NT,-12.79,Nc1nc(NC[C@H]2CC(=O)Nc3ccccc32)cc(-n2cccn2)n1,Z1422134647,1
190,ZINC000437075156,4022,1542,-63.94,0.34,ZINC000028368530,0,1,-64,1,1,190,>10000,>10000,10440,95.96,C[C@H](N[C@H](CO)Cc1ccccc1)c1cc2c(s1)CCC2,Z1782568870,1
191,ZINC000641276655,4016,1545,-63.94,0.34,ZINC000028363511,0,1,-64,1,0,,,,NT,36.9,COc1cccc([C@@H](CNc2ncncc2C)N2CCCC2)c1,Z2849998389,1
192,ZINC000564047596,4054,1553,-63.93,0.33,ZINC000028526154,0,1,-64,1,0,,,,NT,72.87,COc1ccc(F)c2[nH]c(C(=O)N3CCN(c4ncc[nH]4)CC3)cc21,Z2142389546,1
193,ZINC000513544959,4081,1554,-63.92,0.34,ZINC000064549288,0,1,-64,1,0,,,,NT,-4.59,Cc1ccc(CNCC2(O)CCN(C(C)C)CC2)c(Br)c1,Z1508345878,1
194,ZINC000271207637,4083,1566,-63.91,0.32,ZINC000000019662,0,1,-64,1,0,,,,NT,-15.64,CN(Cc1cc(-c2ccccc2)ccc1O)[C@H]1CCN(C)C1=O,Z1569220529,1
195,ZINC000345017701,4091,1568,-63.91,0.31,ZINC000013862872,0,1,-64,1,0,,,,NT,7.11,COC(=O)c1occc1CNC[C@@H]1C[C@H](O)CN1Cc1ccccc1,Z1601255897,1
196,ZINC000429271342,4084,1559,-63.91,0.31,ZINC000034104858,1,1,-64,1,1,1710,>10000,>10000,NT,87.02,CC[C@H]1CCN1[C@H](C)C(=O)Nc1ccc(Br)cc1,Z2208495187,1
197,ZINC000465129598,4101,1565,-63.91,0.32,ZINC000013553234,0,1,-64,1,1,80,>10000,>10000,23.8,99.15,CC(C)N1C[C@H](C)[C@H](NC(=O)c2cc3ccc(Br)cc3[nH]2)C1,Z1401946547,1
198,ZINC000493204343,4098,1560,-63.91,0.26,ZINC000169347551,0,1,-64,1,1,2450,>10000,5890,NT,83.02,CC(C)(C)[C@@H](CN)NC(=O)/C=C/c1csc(Br)c1,Z2378691228,1
199,ZINC000564471621,4108,1562,-63.91,0.35,ZINC000013743866,0,1,-64,1,0,,,,NT,36.9,CN[C@@H](C)C(=O)NCc1cccc(-c2ccc(C)cc2)c1,Z2605962126,1
200,ZINC000626433159,4095,1569,-63.91,0.33,ZINC000000643030,0,1,-64,1,0,,,,NT,-10.74,CO[C@@H]1CCN([C@@H]2CCC[C@@H]2N(C)C(=O)Nc2ccc(C)nc2C)C1,Z2709613429,1
201,ZINC000265738616,4087,1564,-63.91,0.34,ZINC000169351232,0,1,-64,1,1,2240,>10000,>10000,NT,62.14,CS[C@@H](CO)[C@@H](C)NCc1cc(-c2ccccc2)ccc1O,Z1247492603,1
202,ZINC000131555915,4127,1574,-63.9,0.34,ZINC000028568273,0,1,-64,1,0,,,,NT,12.26,C[C@H](Cn1ncc2ccccc2c1=O)NC[C@@H]1CC=CCC1,Z1545283318,1
203,ZINC000345928153,4124,1570,-63.9,0.25,ZINC000013760584,1,1,-64,1,0,,,,NT,3.75,CC[C@H](C(=O)Nc1ccnn1CC)N(CC)CC,Z1231067375,1
204,ZINC000358789280,4115,1575,-63.9,0.29,ZINC000027101524,0,1,-64,1,0,,,,NT,-20.99,C[C@H](NCC(=O)Nc1ccccc1-c1ccccc1)c1cn[nH]c1,Z1688090881,1
205,ZINC000560268239,4131,1571,-63.9,0.28,ZINC000001642602,0,1,-64,1,1,1440,>10000,>10000,NT,88.63,N#C[C@H]1CC[C@H](NCC(=O)Nc2ccc(I)cc2)C1,Z2047381122,1
206,ZINC000599310911,4119,1573,-63.9,0.32,ZINC000040916161,0,1,-64,1,0,,,,NT,48.02,CN1CCCC[C@H]1C(=O)NCCNc1ncc(Cl)cc1Cl,Z1171691249,1
207,ZINC000068920681,4133,1578,-63.89,0.34,ZINC000013526291,1,0,0,1,0,,,,NT,43.72,Cc1ccc(/C=C/C(=O)NCC(C)(C)N2CCOCC2)cc1,Z32221718,1
208,ZINC000543431292,4192,1591,-63.87,0.32,ZINC000058576520,1,0,0,1,0,,,,NT,21.03,CCC(C)(C)N[C@H](C)C(=O)NCc1cc2ccccc2o1,Z1663678178,1
209,ZINC000362128724,4226,1615,-63.85,0.34,ZINC000013764480,1,0,0,1,1,160,8610,6040,32190,85.83,CN(CCNc1ncc(C#N)cc1Cl)Cc1ccc(F)cc1,Z1340738007,1
210,ZINC000112717206,4269,1623,-63.83,0.28,ZINC000026992736,1,0,0,1,0,,,,NT,55.9,OC1(CNCc2ccc(-c3ccccc3)s2)CCOCC1,Z1118522209,1
211,ZINC000518842964,4312,1631,-63.82,0.33,ZINC000013536463,1,0,0,1,1,120,>10000,>10000,22140,99.88,O[C@@H]1Cc2ccccc2[C@H]1NCc1cn2ccc(Br)cc2n1,Z2170526438,1
212,ZINC000271618372,4374,1655,-63.79,0.32,ZINC000038149997,1,0,0,1,0,,,,NT,21.48,CC[C@@H]1CC[C@H](C)N1CC(=O)Nc1cc(-n2nnnc2C)ccc1F,Z1580087457,1
213,ZINC000162663443,4430,1668,-63.77,0.27,ZINC000027651441,1,0,0,1,0,,,,NT,0.29,Cc1sc2nc(CN(C)[C@H]3CCSC3)[nH]c(=O)c2c1C,Z1535072789,1
214,ZINC000629994563,4468,1676,-63.76,0.3,ZINC000013742649,1,0,0,1,0,,,,NT,41.96,COc1ccc(CNC(=O)CN(C)C2CCC2)c(OC)n1,Z2727542688,1
215,ZINC000423276506,4507,1694,-63.74,0.33,ZINC000028880823,1,0,0,1,0,,,,NT,17.11,C[C@@H](NC(=O)[C@@H]1C[C@H](C)CCN1)c1noc(-c2ccc(Cl)cc2)n1,Z2377823918,1
216,ZINC000594232893,4600,1722,-63.7,0.36,ZINC000100908824,1,0,0,1,1,5530,>10000,>10000,NT,65.44,CC(C)N1C[C@H](C)[C@H](NC(=O)N2Cc3ccc(C#N)cc3C2)C1,Z2495850321,1
217,ZINC000481348051,4664,1728,-63.69,0.28,ZINC000001530751,1,0,0,1,0,,,,NT,55.78,CN(CC#Cc1ccccc1Cl)C[C@@H]1CCCC[C@H]1O,Z1616183641,1
